method,image,text,vdrop,vincr,tdrop,tincr
libragrad,/media/crk/vol3/rt/coco/val2017/000000183049.jpg,A book shelf filled with lots of colorful books.,0.0,100.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000183049.jpg,A book shelf filled with lots of colorful books.,1.688816398382187,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000073118.jpg,Two brown teddy bears sitting side by side.,1.8646208569407463,0.0,0.11055879294872284,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000073118.jpg,Two brown teddy bears sitting side by side.,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000073118.jpg,Two brown teddy bears sitting side by side.,2.351337857544422,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000073118.jpg,Two brown teddy bears sitting side by side.,0.0,100.0,0.029475241899490356,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",1.1754393577575684,0.0,1.5786997973918915,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",6.564214825630188,0.0,1.7293285578489304,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",1.902974396944046,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",3.6946523934602737,0.0,0.005831196904182434,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000022479.jpg,The skateboarder wears headphones while jumping to grab his board.,1.9469816237688065,0.0,1.0012872517108917,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000022479.jpg,The skateboarder wears headphones while jumping to grab his board.,4.2843297123909,0.0,1.0439053177833557,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000022479.jpg,The skateboarder wears headphones while jumping to grab his board.,3.9755336940288544,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000022479.jpg,The skateboarder wears headphones while jumping to grab his board.,3.375498950481415,0.0,0.036147236824035645,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000322724.jpg,a man that is skiing down a snowy field,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000322724.jpg,a man that is skiing down a snowy field,2.9827307909727097,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000322724.jpg,a man that is skiing down a snowy field,0.6457073614001274,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000322724.jpg,a man that is skiing down a snowy field,0.1620253548026085,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,0.9530633687973022,0.0,1.8718700855970383,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,8.511670678853989,0.0,1.9733868539333344,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,1.555047556757927,0.0,0.043658167123794556,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,6.5725818276405334,0.0,0.04400014877319336,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000249219.jpg,A double decker bus driving down the road.,1.7956096678972244,0.0,0.012164562940597534,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000249219.jpg,A double decker bus driving down the road.,0.0,100.0,0.9225741028785706,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000249219.jpg,A double decker bus driving down the road.,2.013302966952324,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000249219.jpg,A double decker bus driving down the road.,1.118621602654457,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000198805.jpg,A group of trucks and cars parked in a parking lot.,0.7834781892597675,0.0,3.438930958509445,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000198805.jpg,A group of trucks and cars parked in a parking lot.,3.2756634056568146,0.0,3.9914876222610474,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000198805.jpg,A group of trucks and cars parked in a parking lot.,2.1634861826896667,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000198805.jpg,A group of trucks and cars parked in a parking lot.,2.4938050657510757,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000211042.jpg,there is a cat that is drinking out of the toilet,2.8874851763248444,0.0,0.027016177773475647,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000211042.jpg,there is a cat that is drinking out of the toilet,3.908544033765793,0.0,1.491350308060646,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000211042.jpg,there is a cat that is drinking out of the toilet,1.6744669526815414,0.0,0.020642578601837158,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000211042.jpg,there is a cat that is drinking out of the toilet,0.5126131698489189,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000377635.jpg,A person doing skateboard ticks at a skate park,0.0,100.0,0.376124307513237,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000377635.jpg,A person doing skateboard ticks at a skate park,4.473887011408806,0.0,0.4812220111489296,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000377635.jpg,A person doing skateboard ticks at a skate park,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000377635.jpg,A person doing skateboard ticks at a skate park,1.3563880696892738,0.0,0.0350411981344223,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000206135.jpg,A herd of cattle sitting in front of a church with a steeple.,2.1950535476207733,0.0,0.015439465641975403,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000206135.jpg,A herd of cattle sitting in front of a church with a steeple.,4.104534909129143,0.0,1.7585881054401398,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000206135.jpg,A herd of cattle sitting in front of a church with a steeple.,1.3590047135949135,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000206135.jpg,A herd of cattle sitting in front of a church with a steeple.,1.384697388857603,0.0,0.04773549735546112,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000466567.jpg,A tree with a donut as an ornament,2.23600585013628,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000466567.jpg,A tree with a donut as an ornament,5.858986079692841,0.0,2.276897430419922,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000466567.jpg,A tree with a donut as an ornament,3.0627846717834473,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000466567.jpg,A tree with a donut as an ornament,4.930955916643143,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,0.08980333805084229,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,1.533653400838375,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,0.0075019896030426025,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.4653809368610382,0.0,0.10094121098518372,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.6741681843996048,0.0,0.822517741471529,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.3425365090370178,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,0.0,100.0,0.6164038553833961,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000319369.jpg,Two women talk at a beach rental kiosk.,0.4102839156985283,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000319369.jpg,Two women talk at a beach rental kiosk.,3.2864607870578766,0.0,0.5659368820488453,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000319369.jpg,Two women talk at a beach rental kiosk.,2.014610171318054,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000319369.jpg,Two women talk at a beach rental kiosk.,1.674892008304596,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000513688.jpg,A chair next to a desk with a laptop and phone sitting on it.,0.0,100.0,1.3658594340085983,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000513688.jpg,A chair next to a desk with a laptop and phone sitting on it.,4.133471846580505,0.0,1.5529892407357693,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000513688.jpg,A chair next to a desk with a laptop and phone sitting on it.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000513688.jpg,A chair next to a desk with a laptop and phone sitting on it.,0.0,100.0,1.17571409791708,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.02216324210166931,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,1.022128202021122,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.5184953100979328,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.7915876805782318,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.13719480484724045,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000025393.jpg,a couple of men in ties are outside,0.9185768663883209,0.0,1.6658466309309006,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000025393.jpg,a couple of men in ties are outside,5.009789764881134,0.0,1.9628239795565605,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000025393.jpg,a couple of men in ties are outside,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000025393.jpg,a couple of men in ties are outside,0.9904446080327034,0.0,4.8801302909851074e-05,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,2.4164382368326187,0.0,0.004123523831367493,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,6.843240559101105,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,4.780999198555946,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,5.963036045432091,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000309452.jpg,The bird has a black head and yellow feathers.,1.117166131734848,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000309452.jpg,The bird has a black head and yellow feathers.,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000309452.jpg,The bird has a black head and yellow feathers.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000309452.jpg,The bird has a black head and yellow feathers.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000396274.jpg,A plant in a garden near a white building.,0.20621195435523987,0.0,0.13727881014347076,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000396274.jpg,A plant in a garden near a white building.,4.943594709038734,0.0,1.0664168745279312,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000396274.jpg,A plant in a garden near a white building.,1.4029672369360924,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000396274.jpg,A plant in a garden near a white building.,2.2247401997447014,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.0,100.0,0.7381313480436802,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,1.702972874045372,0.0,0.7711326703429222,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.7231988944113255,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,2.288060635328293,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000273760.jpg,A man standing on top of a tennis court holding a racquet.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000273760.jpg,A man standing on top of a tennis court holding a racquet.,6.2859803438186646,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000273760.jpg,A man standing on top of a tennis court holding a racquet.,1.459953933954239,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000273760.jpg,A man standing on top of a tennis court holding a racquet.,2.3711806163191795,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000161609.jpg,A brown dog sitting in a mans back pack.,2.3874104022979736,0.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000161609.jpg,A brown dog sitting in a mans back pack.,6.153860688209534,0.0,0.9435802698135376,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000161609.jpg,A brown dog sitting in a mans back pack.,4.050052165985107,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000161609.jpg,A brown dog sitting in a mans back pack.,3.187686577439308,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000284743.jpg,A group of people staring at a woman holding a bat.,2.9012776911258698,0.0,0.020837225019931793,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000284743.jpg,A group of people staring at a woman holding a bat.,4.6021223068237305,0.0,1.9905440509319305,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000284743.jpg,A group of people staring at a woman holding a bat.,2.604411542415619,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000284743.jpg,A group of people staring at a woman holding a bat.,3.3085934817790985,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000168337.jpg,Two people outside of a stone building near a red fire hydrant.,3.973602131009102,0.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000168337.jpg,Two people outside of a stone building near a red fire hydrant.,6.68194517493248,0.0,0.8212309330701828,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000168337.jpg,Two people outside of a stone building near a red fire hydrant.,4.839103668928146,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000168337.jpg,Two people outside of a stone building near a red fire hydrant.,6.830480694770813,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000250766.jpg,Meat and a salad with knife and fork on a plate.,0.0,100.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000250766.jpg,Meat and a salad with knife and fork on a plate.,5.122850835323334,0.0,0.21369196474552155,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000250766.jpg,Meat and a salad with knife and fork on a plate.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000250766.jpg,Meat and a salad with knife and fork on a plate.,0.5717869848012924,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,0.7221145555377007,0.0,0.016809627413749695,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,0.8119281381368637,0.0,0.7507437840104103,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,1.0419601574540138,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,1.0381923988461494,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000406129.jpg,A person hitting a tennis ball with a racquet.,1.0403316468000412,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000406129.jpg,A person hitting a tennis ball with a racquet.,3.221587836742401,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000406129.jpg,A person hitting a tennis ball with a racquet.,1.567687839269638,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000406129.jpg,A person hitting a tennis ball with a racquet.,0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000300659.jpg,A formation of airplanes flying through a  blue sky.,0.5087034776806831,0.0,0.20000264048576355,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000300659.jpg,A formation of airplanes flying through a  blue sky.,0.0,100.0,1.0885726660490036,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000300659.jpg,A formation of airplanes flying through a  blue sky.,1.061970554292202,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000300659.jpg,A formation of airplanes flying through a  blue sky.,0.0,100.0,0.051143206655979156,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000228771.jpg,Street signs on a pole painted in the colors of the Italian flag.,0.0,100.0,0.06570443511009216,0.0
